WrdEngID	WrdEng	pRoman
6868	means	ˈmiːnz;মিনচ
6869	acquainted	əˈkweɪntɪd;একুইণ্টেড
6870	abate	əˈbeɪt;এবেট
6871	subside	səbˈsaɪd;চাবচাইড
6872	weaken	ˈwiːkən;উইকেন
6873	diminish	dəˈmɪnɪʃ;ডিমিনিচ
6874	abandon	əˈbændən;এবাণ্ডন
6875	absolve	əbˈzɑlv;এবচলভ
6876	abstain	əbˈsteɪn;এবষ্টেইন
6877	plea	ˈpliː;প্লি
6878	ensemble	ɑnˈsɑmbəl;এনচেমবল
6879	totality	toʊˈtælətiː;ট’টেলিটি
6880	entirety	ɪnˈtaɪrətiː;এনটাইৰিটি
6881	persuade	pərˈsweɪd;পাৰচুৱেড
6882	biodiversity	biodiversity;বায়ডাইভাৰচিটি
6883	condole	kənˈdoʊl;কনড’ল
6884	farm	ˈfɑrm;ফাৰ্ম
6885	accretion	əˈkriːʃən;এক্ৰিচন
6886	contradictory	ˌkɑntrəˈdɪktriː;কনন্ট্ৰাডিকট্ৰি
6887	accrue	əˈkruː;এক্ৰু
6888	accrual	əˈkruːəl;এক্ৰুৱেল
6889	obtain	əbˈteɪn;অবটেইন
6890	obtainment	obtainment;অবটেইনমেণ্ট
6891	earn	ˈərn;আৰ্ণ
6892	walker	ˈwɔkər;ৱাকাৰ
6893	pedestrian	pəˈdestriːən;পেডেষ্ট্ৰিয়ান
6894	unauspicious	[unauspicious];আনএস্পিচাচ
6895	sinful	ˈsɪnfəl;চিনফুল
6896	transgressor	[transgressor];ট্ৰান্সগ্ৰেচ’ৰ
6897	sinner	ˈsɪnər;চিনাৰ
6898	coercion	[coercion];কৰচিয়ন
6899	pressurize	ˈpreʃəˌraɪz;প্ৰেচাৰাইজ
6900	crop	ˈkrɑp;ক্ৰপ
6901	clip	ˈklɪp;ক্লিপ
6902	emperor	ˈempərər;এমপেৰৰ
6903	congest	kənˈdʒest;কনজেষ্ট
6904	forcefully	[forcefully];ফ’ৰ্চফুলি
6905	emit	iːˈmɪt;ইমিট
6906	discharge	dɪsˈtʃɑrdʒ;ডিচচাৰ্জ
6907	empire	ˈɑmˌpɪr;এমপেয়াৰ
6908	congestion	[congestion];ক’নগেচ’ন
6910	controversy	ˈkɑntrəˌvərsiː;কন্ট্ৰভাৰচি
6911	argue	ˈɑrgjuː;আৰগিউ
6912	argument	ˈɑrgjəmənt;আৰগুমেণ্ট
6913	digestion	daɪˈdʒestʃən;ডাইজেষ্টচন
6914	enthusiastic	ɪnˌθuːziːˈæstɪk;ইনথুচিয়াচষ্টিক
6915	enthusiast	[enthusiast];ইনথুচিয়াষ্ট
6916	energetic	ˌenərˈdʒetɪk;এনাৰজেটিক
6917	vital	ˈvaɪtəl;ভাইটেল
6918	integral	ˈɪntɪgrəl;ইণ্টিগ্ৰেল
6919	inseparable	ɪnˈseprəbəl;ইনচেপাৰেবল
6920	venerate	ˈvenəˌreɪt;ভেনিৰেট
6921	revere	rɪˈvɪr;ৰিভিৰ
6922	adore	əˈdɔr;এডৰ
6923	reverence	ˈrevrəns;ৰেভাৰেন্স
6924	mingle	ˈmɪŋgəl;মিংগল
6925	mix	ˈmɪks;মিক্স
6926	blend	ˈblend;ব্লেণ্ড
6927	combine	kəmˈbaɪn;কমবাইন
6928	mixture	ˈmɪkstʃər;মিক্সচাৰ
6929	perspective	pərˈspektɪv;পাৰস্পেকটিভ
6930	commemorate	kəˈmeməˌreɪt;কমেমৰেট
6931	adobe	əˈdoʊbiː;এড’বি
6932	household	ˈhæʊsˌhoʊld;হাউচহ’ল্ড
6933	domicile	ˈdɑməˌsaɪl;ডমিচাইল
6934	edifice	ˈedəfəs;ইডিফিচ
6935	mansion	ˈmænʃən;মেনচন
6936	actuary	ˈæktʃəˌweriː;একচুৱেৰি
6937	adept	ˈæˌdept;এডেপ্ট
6938	accredit	əˈkredət;এক্ৰেডিট
6939	accomplice	əˈkɑmpləs;একমপ্লিচ
6940	assistant	[assistant];এচিচষ্টেণ্ট
6941	veneration	ˌvenəˈreɪʃən;ভেনেৰেচন
6942	admire	ədˈmaɪr;এডমায়াৰ
6943	acknowledge	ɪkˈnɑlɪdʒ;একনলেজ
6944	recognize	ˈrekɪgˌnaɪz;ৰিকগনাইজ
6945	acquaintance	əˈkweɪntəns;একুইণ্টেন্স
6946	accomplished	əˈkɑmplɪʃt;একমপ্লিচড
6947	act of god	ˈækt əv ˈgɑd;এক্ট অৱ গড
6948	actionable	ˈækʃnəbəl;এক্সনেবল
6949	adenoids	ˈædəˌnɔɪdz;এডিনইডচ
6950	maintain	meɪnˈteɪn;মেনটেইন
6951	ton	ˈtən;টন
6952	dysfunctional	[dysfunctional];ডাইফাংচনেল
6953	impaired	ɪmˈperd;ইমপেয়াৰ্ড
6954	itch	ˈɪtʃ;ই্টচ
6955	affirm	əˈfərm;এফাৰ্ম
6956	amuse	əˈmjuːz;এমিউজ
6957	frolic	ˈfrɑlɪk;ফ্ৰলিক
6958	rejoiced	rɪˈdʒɔɪst;ৰিজইচড
6959	entertainer	[entertainer];এণ্টাৰটেইনাৰ
6960	gaiety	ˈgeɪətiː;গেইটি
6961	cheerfulness	ˈtʃɪrfəlnəs;চিৰফুলনেচ
6962	liveliness	ˈlaɪvliːnəs;লাইভলিনেচ
6963	orb	ˈɔrb;অৰ্ব
6964	orbicular	ɔrˈbɪkjələr;অৰবিকুলাৰ
6965	ardent	ˈɑrdənt;আৰডেণ্ট
6966	passionate	ˈpæʃnət;পেচইনেট
6967	fervent	ˈfərvənt;ফাৰভেণ্ট
6968	fortunate	ˈfɔrtʃnət;ফৰচুনেট
6969	ecology	ɪˈkɑlədʒiː;ইকলজি
6970	perform	pəˈfɔrm;পাৰ্ফৰ্ম
6971	effect	ɪˈfekt;এফেক্ট
6972	acquiesce	ˌækwiːˈes;একুৱিয়েচ
6973	acquire	əˈkwaɪr;একুয়াৰ
6974	hinge	ˈhɪndʒ;হিংজ
6975	bulletin	ˈbʊlətən;বুলেটিন
6976	by-law	[by-law];বাই-ল
6977	bye-law	[bye-law];বাই-ল
6978	console	ˈkɑnˌsoʊl;কনচ’ল
6979	consternation	ˌkɑnstərˈneɪʃən;কনষ্টাৰনেচন
6980	diction	ˈdɪkʃən;ডিকচন
6981	lovely	ˈləvliː;লাভলি
6982	succinct	səkˈsɪŋ(k)t;চাকচিংক্ট
6983	brief	ˈbriːf;ব্ৰিফ
6984	ageless	ˈeɪdʒləs;এজলেচ
6985	oppositeness	ˈɑpəzətnəs;অপজিটনেচ
6986	disavow	ˌdɪsəˈvæʊ;ডিচভাউ
6987	zoologist	[zoologist];জুল’জিষ্ট
6988	yarn	ˈjɑrn;য়াৰ্ণ
6989	youngish	ˈjəŋɪʃ;য়ংগিচ
6990	Morus cuspidata	[Morus] [cuspidata];মৰাচ কাস্পিডাটা
6991	maintenance	ˈmeɪntnəns;মেইণ্টেনেন্স
6992	nurse	ˈnərs;নাৰ্চ
6993	nurture	ˈnərtʃər;নাৰ্চাৰ
6994	nest	ˈnest;নেষ্ট
6995	artificial	ˌɑrtəˈfɪʃəl;আৰটিফিচিয়েল
6996	locust	ˈloʊkəst;ল’কাষ্ট
6997	xenophobia	ˌzenəˈfoʊbiːə;জেনফ’বআ
6998	celibacy	ˈseləbəsiː;চেলিবাচি
6999	imitate	ˈɪməˌteɪt;ইমিটেট
7000	mimic	ˈmɪmɪk;মিমিক
7001	aghast	əˈgæst;আগেষ্ট
7002	disband	dɪsˈbænd;ডিচবেণ্ড
7003	mucus	ˈmjuːkəs;মিউকাচ
7004	oxidation	ˌɑksəˈdeɪʃən;অক্সিডেচন
7005	oxidization	[oxidization];অক্সিডাইজেচন
7006	trachea	ˈtreɪkiːə;ট্ৰেকিআ
7007	awaken	əˈweɪkən;এৱেকেন
7008	awake	əˈweɪk;এৱেক
7009	ragamuffin	ˈrægəˌməfən;ৰাগামুফিন
7010	rheumatism	ˈruːməˌtɪzəm;ৰিউমেটিজিম
7011	gout	ˈgæʊt;গাউট
7012	obstetrician	ˌɑbstəˈtrɪʃən;অবষ্টেট্ৰিচিয়ান
7013	obstetrics	əbˈstetrɪks;অবষ্টেট্ৰিক্স
7014	oceanography	ˌoʊʃəˈnɑgrəfi;অচিনগ্ৰাফি
7015	axle	ˈæksəl;এক্সেল
7016	celibate	ˈseləbət;চেলিবেট
7017	carbonic acid	kɑrˈbɑnɪk ˈæsəd;কাৰ্বনিক এচিড
7018	pulsate	ˈpəlˌseɪt;পালচেট
7019	zinc	ˈzɪŋk;জিংক
7020	template	ˈtemplət;টেমপ্লেট
7021	abut	əˈbət;এবট
7022	ist	[ist];ইষ্ট
7023	adapt	əˈdæpt;এডেপ্ট
7024	incumbent	ɪnˈkəmbənt;ইনকমবেণ্ট
7025	outhouse	ˈæʊtˌhæʊs;আউটহাউচ
7026	heresy	ˈherəsiː;হাৰ্চি
7027	impression	ɪmˈpreʃən;ইমপ্ৰেচন
7028	prosperous	ˈprɑsprəs;প্ৰচপৰাচ
7029	thriving	ˈθraɪvɪŋ;থ্ৰাইভিং
7030	prosper	ˈprɑspər;প্ৰচপাৰ
7031	thrive	ˈθraɪv;থ্ৰাইভ
7032	flourish	ˈflərɪʃ;ফ্লাৰিচ
7033	habituate	həˈbɪtʃəˌweɪt;হেবিচুৱেট
7034	handshake	[handshake];হেণ্ডচেক
7035	naval	ˈneɪvəl;নেভেল
7036	peremptory	pəˈrem(p)triː;পাৰএম্পট্ৰি
7037	intrinsic	ɪnˈtrɪnzɪk;ইনট্ৰিনচিক
7038	hypothecated	haɪˈpɑθəˌkeɪtɪd;হাইপথেকেটেড
7039	hypothecator	[hypothecator];হাইপথিকেট’ৰ
7040	therefore	ˈðerˌfɔr;দিয়াৰফৰ
7041	hypocrite	ˈhɪpəˌkrɪt;হিপক্ৰিট
7042	heartiest	[heartiest];হাৰ্টিয়েষ্ট
7043	cordial	ˈkɔrdʒəl;কৰদিয়েল
7044	larceny	[larceny];লাৰকেনী
7045	flowery	ˈflæʊriː;ফ্লাৱাৰি
7046	by hand	ˈbaɪ ˈhænd;বাই হেণ্ড
7047	hypothesis	haɪˈpɑθəsəs;হাইপথেচিচ
7048	occurrence	əˈkərəns;অকাৰেন্স
7049	parentage	ˈperəntɪdʒ;পাৰচেণ্টেজ
7050	radical	ˈrædɪkəl;ৰেডিকেল
7051	fatherhood	[fatherhood];ফাডাৰহুড
7052	motherhood	ˈməðərləs;মাডাৰহুড
7053	parenthood	ˈperəntˌhʊd;পেৰেণ্টহুড
7054	parent	ˈperənt;পেৰেণ্ট
7055	theology	θiːˈɑlədʒiː;ঠিয়লজি
7056	theologian	ˌθiːəˈloʊdʒən;থিঅল’জিয়ান
7057	hyperbola	haɪˈpərbələ;হাইপাৰবলা
7058	hyperbole	haɪˈpərbəliː;হাইপাৰবল
7059	plausible	ˈplɔzəbəl;প্লাজিবল
7060	photocopy	ˈfoʊtəˌkɑpiː;ফ’টকপি
7061	epilogue	ˈepəˌlɔg;এপিলগ
7062	prologue	ˈproʊˌlɔg;প্ৰ’লগ
7063	diplazium esculentum	[diplazium] [esculentum];ডিপ্লেজিয়াম এচকুলেনটাম
7064	aberrant	æˈberənt;এবেৰেণ্ট
7065	relinquish	rɪˈlɪŋkwɪʃ;ৰিলিংকুইচ
7066	abnegate	ˈæbnɪˌgeɪt;এবনিগেট
7067	dedication	ˌdedɪˈkeɪʃən;ডেডিকেচন
7068	discovery	dɪsˈkəvriː;ডিচকভাৰি
7069	discoverer	[discoverer];ডিচক’ভাৰাৰ
7070	inventor	[inventor];ইনভেণ্ট’ৰ
7073	pill	ˈpɪl;পিল
7074	tablet	ˈtæblət;টেবলেট
7075	ringworm	ˈrɪŋˌwərm;ৰিংৱৰ্ম
7076	wayfarer	ˈweɪˌferər;ৱেফেৰাৰ
7077	spineless	ˈspaɪnləs;স্পাইনলেচ
7078	coiled	ˈkɔɪld;কইলড
7079	beseech	bɪˈsiːtʃ;বিচিচ
7080	mayor	ˈmeɪər;মেয়ৰ
7081	honeyed	ˈhəniːd;হনিড
7082	loving	ˈləvɪŋ;লভিং
7083	plaintiff	ˈpleɪntəf;প্লেইনটিফ
7084	pole star	ˈpoʊl ˈstɑr;প’ল ষ্টাৰ
7085	north star	ˈnɔrθ ˈstɑr;নৰ্থ ষ্টাৰ
7086	north-wester	[north-wester];ন’ৰ্থ-ৱেষ্টাৰ
7087	north-westerly	[north-westerly];ন’ৰ্থ-ৱেষ্টাৰলি
7088	open university	ˈoʊpən ˌjuːnəˈvərsətiː;অপন ইউনিভাৰচিটি
7089	pronounceable	[pronounceable];প্ৰ’নাউন্সেবল
7090	toothbrush	ˈtuːθˌbrəʃ;টুথব্ৰাচ
7091	tormentor	tɔrˈmentər;টৰমেণ্টৰ
7092	tooth-less	[tooth-less];টুথ-লেচ
7093	top secret	ˈtɑp ˈsiːkrət;টপ চিক্ৰেট
7094	wit	ˈwɪt;উইট
7095	trivial	ˈtrɪviːəl;ট্ৰিভিঅল
7096	triumph	ˈtraɪəm(p)f;ট্ৰাইমফ
7097	well read	ˈwel ˈriːd;ৱেল ৰিড
7098	well timed	ˈwel ˈtaɪmd;ৱেল টাইমড
7099	starch	ˈstɑrtʃ;ষ্টাৰ্চ
7100	emaciated	ɪˈmeɪʃiːˌeɪtɪd;ইমাচিয়েটেড
7101	suspicious	səˈspɪʃəs;চাচপিচিয়াচ
7102	rigorous	ˈrɪgrəs;ৰিগৰাচ
7103	circulation	ˌsərkjəˈleɪʃən;চাৰ্কুলেচন
7104	aurora	əˈrɔrə;অৰোৰা
7105	aurorae	[aurorae];অৰো’ৰি
7106	north pole	ˈnɔrθ ˈpoʊl;নৰ্থ প’ল
7107	south pole	ˈsæʊθ ˈpoʊl;চাউথ প’ল
7108	aurora australis	əˈrɔrə [australis];অৰোৰা অষ্ট্ৰালিচ
7109	southern lights	ˈsəðərn ˈlaɪts;চাউডাৰ্ন লাইটচ
7110	aurora borealis	əˈrɔrə [borealis];অৰোৰা বৰিলিচ
7111	northern lights	ˈnɔrðən ˈlaɪts;নডাৰ্ন লাইটচ
7112	aureole	ˈɔriːˌoʊl;অৰো’লি
7113	aureola	[aureola];আৰো’লা
7114	halo	ˈheɪloʊ;হেলো
7115	ultraviolet	ˌəltrəˈvaɪlət;আলট্ৰাভায়লেট
7116	compressible	kəmˈpresəbəl;কমপ্ৰেচিবল
7117	compression	kəmˈpreʃən;কমপ্ৰেচন
7118	vertical	ˈvərtɪkəl;ভাৰটিকেল
7119	metallic	məˈtælɪk;মেটেলিক
7120	magnifying glass	ˈmægnəˌfaɪɪŋ ˈglæs;মেগনিফাইিং গ্লাচ
7121	clayey	ˈkleɪiː;ক্লেই
7122	sandy	ˈsændiː;চেণ্ডি
7123	loamy	ˈloʊmiː;লু’মি
7124	compost	ˈkɑmˌpoʊst;কমপ’ষ্ট
7125	saltpetre	[saltpetre];চল্টপেট্ৰি
7126	fuel cell	ˈfjuːl ˈsel;ফুয়েল চেল
7127	geographic	ˌdʒiːəˈgræfɪk;জিঅগ্ৰাফিক
7128	geographer	dʒiːˈɑgrəfər;জিয়গ্ৰাফাৰ
7129	geologist	[geologist];জিয়লজিষ্ট
7130	geodesy	dʒiːˈɑdəsiː;জিয়ডেচি
7131	genus	ˈdʒiːnəs;জেনাচ
7132	geocentric	ˌdʒiːoʊˈsentrɪk;জিঅ’চেন্ট্ৰিক
7133	genuine	ˈdʒenjəwən;জেনুইন
7134	genuflect	ˈdʒenjəˌflekt;জেনুফ্লেক্ট
7135	generic	dʒəˈnerɪk;জেনেৰিক
7136	genesis	ˈdʒenəsəs;জেনেচিচ
7137	geniality	ˌdʒiːniːˈælətiː;জিনিএলিটি
7138	discrepancy	dɪsˈkrepənsiː;ডিচক্ৰেপেনচি
7139	diffusion	dɪˈfjuːʒən;ডিফিউজন
7140	gentility	dʒenˈtɪlətiː;জেনটিলিটি
7141	inverse	ɪnˈvərs;ইনভাৰ্চ
7142	germ	ˈdʒərm;জাৰ্ম
7143	electrify	ɪˈlektrəˌfaɪ;ইলেকট্ৰিফাই
7144	communism	ˈkɑmjəˌnɪzəm;কমিউনিজিম
7145	infiltration	ˌɪnfɪlˈtreɪʃən;ইনফিলট্ৰেচন
7146	penetrate	ˈpenəˌtreɪt;পেনিট্ৰেট
7147	care of	ˈker əv;কেয়াৰ অফ
7148	instead	ɪnˈsted;ইনষ্টিড
7149	instead of	ɪnˈsted əv;ইনষ্টিড অফ
7150	stationary	ˈsteɪʃəˌneriː;ষ্টেচনেৰি
7151	colour-blind	[colour-blind];কালাৰ-ব্লাইণ্ড
7152	educateee	[educateee];এডুকেটি
7153	geostationary	[geostationary];জিয়স্টেচনাৰি
7154	oceanic	ˌoʊʃiːˈænɪk;অচিনিক
7155	poise	ˈpɔɪz;পইজ
7156	pointer	ˈpɔɪntər;পইণ্টাৰ
7157	persistent	[persistent];পাৰচিষ্টেণ্ট
7158	personally	ˈpərsnəliː;পাৰ্চনেলি
7159	infiltrator	ɪnˈfɪlˌtreɪtər;ইনফিলট্ৰেটৰ
7160	authentic	əˈθentɪk;অথেণ্টিক
7161	genial	ˈdʒiːnjəl;জিনিয়েল
7162	civility	səˈvɪlətiː;চিভিলিটি
7163	courtesy	ˈkərtəsiː;কাৰ্টচি
7165	politeness	[politeness];প’লাইটনেচ
7166	meekness	ˈmiːknəs;মিকনেচ
7167	submissiveness	[submissiveness];চাবমিচিভনেচ
7168	lac	ˈlæk;লেক
7169	lakh	ˈlɑk;লাখ
7170	pierce	ˈpɪrs;পিয়াৰ্চ
7172	offhand	ˈɔfˈhænd;অফহেণ্ড
7173	cubical	ˈkjuːbɪkəl;কিউবিকল
7174	proper	ˈprɑpər;প্ৰপাৰ
7175	palmistry	ˈpɑməstriː;পামিষ্ট্ৰি
7176	chirology	[chirology];চিৰলজি
7177	chiromancy	ˈkaɪrəˌmænsiː;চিৰমেনচি
7178	palmister	[palmister];পালমিষ্টাৰ
7179	chiromancer	[chiromancer];চিৰমেনচাৰ
7180	palmist	ˈpɑmɪst;পামিষ্ট
7181	differentiation	[differentiation];ডিফাৰেনচিয়েচ’ন
7184	statics	ˈstætɪks;ষ্টেটিক্স
7185	causeway	ˈkɔzˌweɪ;কজৱে
7186	catty	ˈkætiː;কেটি
7187	compliant	[compliant];কমপ্লাইএণ্ট
7188	aspirant	ˈæsprənt;এচপিৰেণ্ট
7189	complainant	kəmˈpleɪnənt;কমপ্লেইনেণ্ট
7190	lingerie	ˌlɑndʒəˈreɪ;লিংগাৰি
7191	pomp	ˈpɑmp;পম্প
7193	pompous	ˈpɑmpəs;পম্পাচ
7194	ponce	ˈpɔnseɪ;পন্স
7195	sapient	ˈseɪpiːənt;চেপিয়েণ্ট
7196	implicit	ɪmˈplɪsət;ইমপ্লিচিট
7197	impulsion	ɪmˈpəlʃən;ইমপালচন
7198	impure	ɪmˈpjʊr;ইমপিউৰ
7199	pollutant	pəˈluːtənt;পলুটেণ্ট
7200	incorrect	ˌɪnkəˈrekt;ইনকাৰেক্ট
7201	impressive	ɪmˈpresɪv;ইমপ্ৰেচিভ
7202	kaolin	ˈkeɪələn;কাউলিন
7203	liable	ˈlaɪəbəl;লায়েবল
7204	liability	ˌlaɪəˈbɪlətiː;লায়েবিলিটি
7205	lessee	leˈsiː;লেচি
7206	luminous	ˈluːmənəs;লুমিনাচ
7207	obtuse	ɑbˈtuːs;আবটুচ
7208	promiscuous	prəˈmɪskjəwəs;প্ৰমিচকুৱাচ
7209	self-help	ˈselfˈhelp;চেলফহেল্প
7210	egotistic	ˌiːgəˈtɪstɪk;ইগইষ্টিক
7211	collision	kəˈlɪʒən;কলিচন
7212	leaning	ˈliːnɪŋ;লিনিং
7213	inquire	ɪnˈkwaɪr;ইনকুৱায়াৰ
7214	enquiry	[enquiry];এনকুঁৱাৰী
7215	judicial	dʒuːˈdɪʃəl;জুডিচিয়েল
7216	judicious	dʒuːˈdɪʃəs;জুডিচাচ
7217	enquire	enquire;এনকুয়াৰ
7218	juggler	ˈdʒəglər;জাগলাৰ
7219	jolt	ˈdʒoʊlt;জ’ল্ট
7220	jerk	ˈdʒərk;জাৰ্ক
7221	jest	ˈdʒest;জেষ্ট
7222	janitor	ˈdʒænətər;জেনিটৰ
7223	jot	ˈdʒɑt;জট
7224	jowl	ˈdʒæʊl;জাউল
7225	jaded	ˈdʒeɪdɪd;জাডেড
7226	jaunty	ˈdʒɔntiː;জণ্টি
7227	jiffy	ˈdʒɪfiː;জিফি
7228	jocular	ˈdʒɑkjələr;জাকুলাৰ
7229	joint	ˈdʒɔɪnt;জইণ্ট
7230	joss-stick	joss-stick;জচ-ষ্টিক
7231	jovial	ˈdʒoʊviːəl;জ’ভিঅল
7232	jubilant	ˈdʒuːbələnt;জুবিলেণ্ট
7233	jumpy	ˈdʒəmpiː;জাম্পি
7234	nervous	ˈnərvəs;নাৰ্ভাচ
7235	just	ˈdʒəst;জাষ্ট
7236	justification	ˌdʒəstəfəˈkeɪʃən;জাষ্টিফিকেচন
7237	juvenile	ˈdʒuːvəˌnaɪ;জুভেনাইল
7238	magical	ˈmædʒɪkəl;মেজিকেল
7239	trifles	ˈtraɪfəlz;ট্ৰাইফজ
7240	unprepared	unprepared;আনপ্ৰিপেয়াৰ্ড
7241	terrified	ˈterəˌfaɪd;টেৰিফাইড
7242	ashamed	əˈʃeɪmd;এচেমড
7243	reproach	rɪˈproʊtʃ;ৰিপ্ৰ’চ
7244	slight	ˈslaɪt;স্লাইট
7245	constable	ˈkənstəbəl;কনষ্টবল
7246	rarely	ˈrerliː;ৰেয়াৰলি
7247	seldom	ˈseldəm;চেলডম
7248	nobility	noʊˈbɪlətiː;ন’বিলিটি
7249	aristocracy	ˌærəˈstɑkrəsiː;এৰিষ্টক্ৰেচি
7250	hint	ˈhɪnt;হিণ্ট
7251	satiety	səˈtaɪətiː;চেটাইটি
7252	invincible	ɪnˈvɪnsəbəl;ইনভিনচিবল
7253	unconquerable	ˌənˈkɑŋkrəbəl;আনকংকুৱাৰেবল
7254	sanitary	ˈsænəˌteriː;চেনিটেৰি
7255	enigma	ɪˈnɪgmə;ইনিগমা
7256	whimsical	ˈwɪmzɪkəl;উইমজিকেল
7257	igneous	ˈɪgniːəs;ইগনিয়াচ
7258	metamorphosis	ˌmetəˈmɔrfəsəs;মেটামৰফচিচ
7259	adulterated	əˈdəltəˌreɪtɪd;এডাল্টটাৰ্ড
7260	gazelle-eyed	gazelle-eyed;গেজেল-আইড
7261	metamorphic	ˌmetəˈmɔrfɪk;মেটামৰফিক
7262	fire-fly	fire-fly;ফায়াৰ-ফ্লাই
7263	flaming	ˈfleɪmɪŋ;ফ্লেমিং
7264	polluted	pəˈluːtɪd;পলুটেড
7265	contaminated	kənˈtæməˌneɪtɪd;কন্টামিনেটেড
7266	shoke	shoke;শ্ব’ক
7267	stun	ˈstən;ষ্টান
7268	impartial	ɪmˈpɑrʃəl;ইমপাৰচিয়েল
7269	unbiased	ˌənˈbaɪəst;আনবায়াচড
7270	unprejudiced	unprejudiced;আনপ্ৰিজুডিচ
7271	equitable	ˈekwətəbəl;ইকুইটেবল
7272	ruddy	ˈrədiː;ৰুডি
7273	reddish	ˈredɪʃ;ৰেডিচ
7274	liquorice	liquorice;লিকুউৰাইচ
7275	licorice	ˈlɪkrɪʃ;লিকোৰাইচ
7276	glycyrrhiza glabra	[glycyrrhiza] [glabra];গ্লাইচিৰিজা গ্লাব্ৰা
7277	shamefaced	ˈʃeɪmˌfeɪst;চেমফেচড
7278	collector	kəˈlektər;কলেক্টৰ
7279	kind hearted	ˈkaɪnd ˈhɑrtəd;কাইণ্ড হাৰ্টেড
7280	affectionate	əˈfekʃnət;এফেকচনেট
7281	rock salt	ˈrɑk ˈsɔlt;ৰক চল্ট
7282	vacancy	ˈveɪkənsiː;ভেকেনচি
7283	hunger	ˈhəŋgər;হাংগাৰ
7284	thirsty	ˈθərstiː;থাৰ্ষ্টি
7285	hungry	ˈhəŋgriː;হাংৰী
7286	abandonee	abandonee;এবাণ্ডনী
7287	abandoner	[abandoner];এবাণ্ডনাৰ
7288	abeyant	[abeyant];এবেয়েণ্ট
7289	gac	gac;গাক
7290	momordica cochinchinensis	[momordica] [cochinchinensis];মমৰ্ডিকা কচিনচিনেচিচ
7291	baby jackfruit	ˈbeɪbiː ˈdʒækˌfruːt;বেবি জেকফ্ৰু’ট
7292	spiny bitter gourd	ˈspaɪniː ˈbɪtər ˈgɔrd;স্পাইনি বিটাৰ গাৰ্ড
7293	sweet gourd	ˈswiːt ˈgɔrd;চুইট গাৰ্ড
7294	cochinchin gourd	[cochinchin] ˈgɔrd;[ক’চিনচিন গাৰ্ড
7295	left	ˈleft;লেফ্‌ট
7296	buragohain	buragohain;বুঢ়াগোঁহাই
7297	clap	ˈklæp;ক্লেপ
7298	proficiency	prəˈfɪʃənsiː;প্ৰফিচিয়েন্সি
7299	etymology	etymology;এটিমলজি
7300	proficient	[proficient];[প্ৰ’ফিচিয়েণ্ট
7301	thorough	ˈθəroʊ;থ’ৰ’
7302	copyist	ˈkɑpiːɪst;কপিয়িষ্ট
7303	imitator	imitator;ইমিটেট’ৰ
7304	aslant	əˈslænt;এস্লাণ্ট
7305	borax	ˈbɔrˌæks;বৰাক্স
7306	intoxicating	intoxicating;ইনটক্সিকেটিং
7307	exhilarating	ɪgˈzɪləˌreɪtɪŋ;এক্সিলাৰেটিং
7308	minion	ˈmɪnjən;মিনিয়ন
7309	gainsay	ˌgeɪnˈseɪ;গেইনচে
7310	dissimulation	dɪˌsɪmjəˈleɪʃən;ডিচিমুলেচন
7311	hypocrisy	hɪˈpɑkrəsiː;হাইপক্ৰিচি
7312	grudge	ˈgrədʒ;গ্ৰাজ
7313	hypocritical	ˌhɪpəˈkrɪtɪkəl;হাইপক্ৰিটিকেল
7314	dissembling	dɪˈsembəlɪŋ;ডিচএমব্লিং
7315	crooked	ˈkrʊkəd;ক্ৰুকড
7316	niggardly	[niggardly];নিগাৰডিলি
7317	miserly	ˈmaɪzərliː;মিজাৰলি
7318	stingy	ˈstɪndʒiː;ষ্টিংগি
7319	zealous	ˈzeləs;জেলাচ
7320	laborious	ləˈbɔriːəs;লেবৰিয়াচ
7321	induction	ɪnˈdəkʃən;ইনডাকচন
7322	insulator	ˈɪnsəˌleɪtər;ইনচুলেটৰ
7323	confound	kənˈfæʊnd;কনফাউণ্ড
7324	confounded	kənˈfæʊndəd;কনফাউণ্ডেড
7325	confront	kənˈfrənt;কনফ্ৰণ্ট
7326	conflagration	ˌkɑnfləˈgreɪʃən;কনফ্লাগ্ৰেচন
7327	consign	kənˈsaɪn;কনচাইন
7328	consignee	ˌkɑnsəˈniː;কানচাইনি
7329	consignor	ˌkɑnˌsaɪˈnɔr;কানচিনৰ
7330	conservatory	kənˈsərvəˌtɔriː;কনজাৰভেটৰি
7331	congenial	kənˈdʒiːniːəl;কনজিনিয়েল
7332	congenital	kənˈdʒenətəl;কনজিনিটেল
7333	connote	kəˈnoʊt;কন’ট
7334	content	kənˈtent;কনটেণ্ট
7335	contents	kənˈtents;কনটেণ্টচ
7336	consumer	kənˈsuːmər;কনজিউমাৰ
7337	construe	kənˈstruː;কনষ্ট্ৰু
7338	construct	kənˈstrəkt;কনষ্ট্ৰাক্ট
7339	contender	contender;কনণ্টেণ্ডাৰ
7340	continual	kənˈtɪnjuːəl;কনটিনুয়েল
7341	contraction	kənˈtrækʃən;কনট্ৰেকচন
7342	contravene	ˌkɑntrəˈviːn;কনট্ৰাভেন
7343	conversant	kənˈvərsənt;কনভাৰচেণ্ট
7344	convertible	kənˈvərtəbəl;কনভাৰটিবল
7345	convert	kənˈvərt;কনভাৰ্ট
7346	imply	ɪmˈplaɪ;ইমপ্লাই
