Discovery	0x9860x9f10x9bf0x9b70x9cd0x9950x9be0x9f0
Discussion	0x9860x9b20x9cb0x99a0x9a80x9be
Draft bil	0x9860x9870x9a80x9f0 0x9aa0x9be0x9a30x9cd0x9a10x9c10x9b20x9bf0x9aa0x9bf
Drawer	0x9860x9b90x9f00x9cd0x9a40x9cd0x9a40x9be
Drawing officer	0x9860x9b90x9f00x9a3 0x9aa0x9cd0x9f00x9be0x9a70x9bf0x9950x9be0x9f00x9c0
Excise duty	0x9860x9ac0x9950x9be0x9f00x9c0 0x9b60x9c10x9b20x9cd0x995,  0x9890x9ce0x9aa0x9be0x9a60x9a8
Import duty	0x9860x9ae0x9a60x9be0x9a80x9c0 0x9b60x9c10x9b20x9cd0x995
Harbour	0x9860x9b60x9cd0x9f00x9df 0x9a60x9bf0x9df0x9be,  0x9aa0x9cb0x9a40x9be0x9b60x9cd0x9f00x9df
Hostel	0x99b0x9be0x9a40x9cd0x9f00x9be0x9f10x9be0x9b8,  0x9860x9f10x9be0x9b8
Hotel	0x9860x9f10x9be0x9b8 0x9970x9c40x9b9
Humidity	0x9860x9a60x9cd0x9f00x9f00x9cd0x9a40x9be
Hurt	0x9860x9980x9be0x9a4
Police Gazette	0x9860x9f00x9950x9cd0x9b70x9c0 0x9f00x9be0x99c0x9aa0x9a40x9cd0x9f0
General Principles of Law	0x9860x9870x9a80x9f0 0x9b80x9be0x9a70x9be0x9f00x9a3 0x9b80x9bf0x9a60x9cd0x9a70x9be0x9a80x9cd0x9a4
Goods imported	0x9860x9ae0x9a60x9be0x9a80x9bf 0x9ac0x9b80x9cd0x9a40x9c1
Guest House	0x9850x9a40x9bf0x9a50x9bf0x9b60x9be0x9b20x9be,  0x9860x9b20x9b90x9c0 0x9980x9f0
Ayurvedic System	0x9860x9df0x9c10x9f00x9cd0x9ac0x9c70x9a60x9bf0x995 0x9aa0x9a60x9cd0x9a70x9a40x9bf
Immigration	0x9860x9aa0x9cd0x9f00x9f10x9be0x9b8,  0x9ac0x9bf0x9a60x9c70x9b6 0x9970x9ae0x9a8
Immigrant	0x9aa0x9ae0x9c10x9f10x9be,  0x9860x9aa0x9cd0x9f00x9f10x9be0x9b80x9c0
In migration Act	0x9860x9aa0x9cd0x9f00x9f10x9be0x9b8 0x9850x9a70x9bf0x9a80x9bf0x9df0x9ae
Import	0x9860x9ae0x9a60x9be0x9a80x9bf
Impirt Duty	0x9860x9ae0x9a60x9be0x9a80x9bf 0x9b60x9c10x9b20x9cd0x995
Imported	0x9860x9ae0x9a60x9be0x9a80x9bf
Impose	0x9860x9f00x9cb0x9aa 0x9950x9f00x9be,  0x99c0x9be0x9aa0x9bf 0x9a60x9bf
Impulse	0x9aa0x9cd0x9f00x9c70x9f00x9a30x9be,  0x9860x9f10x9c70x997
Faith	0x9a70x9f00x9cd0x9ae 0x9ac0x9bf0x9b60x9cd0x9ac0x9be0x9b8 ,  0x9860x9b80x9cd0x9a50x9be
Consultation fee	0x9860x9b20x9cb0x99a0x9a80x9be0x9f0 0x9ae0x9be0x99a0x9c10x9b2
Financial Irregularity	0x9860x9f00x9cd0x9a50x9bf0x995 0x9ac0x9cd0x9af0x9a40x9bf0x9950x9cd0x9f00x9ae
Financial Power	0x9860x9f00x9cd0x9a50x9bf0x995 0x9950x9cd0x9b70x9ae0x9a40x9be
Financial Propriety	0x9860x9f00x9cd0x9a50x9bf0x995 0x9940x99a0x9bf0x9a40x9cd0x9af
Financial Statement 	0x9860x9f00x9cd0x9a50x9bf0x995 0x9ac0x9bf0x9f10x9f00x9a3
Finger print	0x9860x9990x9c10x9b20x9bf0x9f0 0x99f0x9bf0x9aa
Fire arms	0x9860x9970x9cd0x9a80x9c70x9df0x9be0x9b80x9cd0x9a40x9cd0x9f0
Food	0x9850x9a80x9cd0x9a8,  0x9860x9b90x9be0x9f0
Offence Force	0x9860x9950x9cd0x9f00x9ae0x9a30x9950x9be0x9f00x9c0 0x9ac0x9be0x9b90x9bf0x9a80x9c0
Formal	0x9af0x9a50x9be0x9ac0x9bf0x9a70x9bf,  0x9860x9a80x9c10x9b70x9cd0x9a00x9be0x9a80x9bf0x995
Foundation	0x9860x9a70x9be0x9f0,  0x9ad0x9bf0x9a40x9cd0x9a40x9bf
Laying foundation	0x9860x9a70x9be0x9f00x9b60x9bf0x9b20x9be 0x9b80x9cd0x9a50x9be0x9aa0x9a8,  0x9b20x9be0x987 0x9960x9c10x99f0x9be 0x9aa0x9cb0x9a40x9be
Laying foundation stone 	0x9860x9a70x9be0x9f0 0x9b60x9bf0x9b20x9be,  0x9aa0x9cd0x9f00x9a40x9bf0x9b70x9cd0x9a00x9be 0x9950x9f00x9be
Reserve fund	0x9860x9f00x9950x9cd0x9b70x9bf0x9a4 0x9a80x9bf0x9a70x9bf,  0x9860x99b0x9c10x9a40x9c00x9df0x9be 0x9aa0x9c10x99c0x9bf
Furniture	0x9860x99a0x9ac0x9be0x9ac
Furniture grant	0x9860x99a0x9ac0x9be0x9ac 0x9850x9a80x9c10x9a60x9be0x9a8
Furniture and Fixture	0x9860x99a0x9ac0x9be0x9ac 0x9860x9f00x9c1 0x9b80x9cd0x9a50x9be0x9df0x995
Faith	0x9a70x9f00x9cd0x9ae 0x9ac0x9bf0x9b60x9cd0x9ac0x9be0x9b8 ,  0x9860x9b80x9cd0x9a50x9be
Consultation fee	0x9860x9b20x9cb0x99a0x9a80x9be0x9f0 0x9ae0x9be0x99a0x9c10x9b2
Financial Irregularity	0x9860x9f00x9cd0x9a50x9bf0x995 0x9ac0x9cd0x9af0x9a40x9bf0x9950x9cd0x9f00x9ae
Financial Power	0x9860x9f00x9cd0x9a50x9bf0x995 0x9950x9cd0x9b70x9ae0x9a40x9be
Financial Propriety	0x9860x9f00x9cd0x9a50x9bf0x995 0x9940x99a0x9bf0x9a40x9cd0x9af
Financial Statement 	0x9860x9f00x9cd0x9a50x9bf0x995 0x9ac0x9bf0x9f10x9f00x9a3
Finger print	0x9860x9990x9c10x9b20x9bf0x9f0 0x99f0x9bf0x9aa
Fire arms	0x9860x9970x9cd0x9a80x9c70x9df0x9be0x9b80x9cd0x9a40x9cd0x9f0
Food	0x9850x9a80x9cd0x9a8,  0x9860x9b90x9be0x9f0
Offence Force	0x9860x9950x9cd0x9f00x9ae0x9a30x9950x9be0x9f00x9c0 0x9ac0x9be0x9b90x9bf0x9a80x9c0
Formal	0x9af0x9a50x9be0x9ac0x9bf0x9a70x9bf,  0x9860x9a80x9c10x9b70x9cd0x9a00x9be0x9a80x9bf0x995
Foundation	0x9860x9a70x9be0x9f0,  0x9ad0x9bf0x9a40x9cd0x9a40x9bf
Laying foundation	0x9860x9a70x9be0x9f00x9b60x9bf0x9b20x9be 0x9b80x9cd0x9a50x9be0x9aa0x9a8,  0x9b20x9be0x987 0x9960x9c10x99f0x9be 0x9aa0x9cb0x9a40x9be
Laying foundation stone 	0x9860x9a70x9be0x9f0 0x9b60x9bf0x9b20x9be,  0x9aa0x9cd0x9f00x9a40x9bf0x9b70x9cd0x9a00x9be 0x9950x9f00x9be
Reserve fund	0x9860x9f00x9950x9cd0x9b70x9bf0x9a4 0x9a80x9bf0x9a70x9bf,  0x9860x99b0x9c10x9a40x9c00x9df0x9be 0x9aa0x9c10x99c0x9bf
Furniture	0x9860x99a0x9ac0x9be0x9ac
Furniture grant	0x9860x99a0x9ac0x9be0x9ac 0x9850x9a80x9c10x9a60x9be0x9a8
Furniture and Fixture	0x9860x99a0x9ac0x9be0x9ac 0x9860x9f00x9c1 0x9b80x9cd0x9a50x9be0x9df0x995
Earnest Money	0x9860x9ae0x9be0x9a80x9a4
Economic Aid	0x9860x9f00x9cd0x9a50x9bf0x995 0x9b80x9be0x9b90x9be0x9f00x9cd0x9af0x9cd0x9af
Economic Condition	0x9860x9f00x9cd0x9a50x9bf0x995 0x9850x9f10x9b80x9cd0x9a50x9be
Economical and Statistical Adviser	0x9860x9f00x9cd0x9a50x9bf0x995 0x9860x9f00x9c1 0x9aa0x9f00x9bf0x9b80x9be0x9820x9960x9cd0x9af0x9bf0x995 0x9890x9aa0x9a60x9c70x9b70x9cd0x99f0x9be
Enteric	0x9860x9a80x9cd0x9a40x9cd0x9f00x9bf0x995
Entertainment	0x9970x9cd0x9f00x9b90x9a3, ,  0x9860x9a40x9bf0x9a50x9cd0x9af, ,  0x9ae0x9a80x9cb0x9f00x99e0x9cd0x99c0x9a8, ,  0x9aa0x9cd0x9f00x9ae0x9cb0x9a6
Entertainment and amusement	0x9860x9ae0x9cb0x9a6 0x9aa0x9cd0x9f00x9ae0x9cb0x9a6
Credit entry	0x9860x9950x9b20x9a8 0x9aa0x9cd0x9f00x9ac0x9bf0x9b70x9cd0x99f0x9bf
Budget estimate	0x9860x9df-0x9ac0x9cd0x9af0x9df0x995 0x9aa0x9cd0x9f00x9be0x9950x9950x9b20x9a8
Exception	0x9860x9aa0x9a40x9cd0x9a40x9bf, ,  0x9ac0x9cd0x9af0x9a40x9bf0x9ac0x9c70x995
Excess	0x9860x9a70x9bf0x9950x9cd0x9af, ,  0x9850x9a40x9bf0x9f00x9bf0x9950x9cd0x9a4
Excise	0x9860x9ac0x9950x9be0x9f00x9c0 0x9890x9ce0x9aa0x9be0x9a60x9a8 0x9b60x9c10x9b20x9cd0x995
Exigency	0x9860x9f10x9b60x9cd0x9af0x9950x9a40x9be
Express delivery	0x9860x9b60x9c1 0x9ac0x9bf0x9a40x9f00x9a3 0x9ac0x9be 0x9a40x9c10x9f00x9a80x9cd0x9a4 0x9ac0x9bf0x9a40x9f00x9a3
Base	0x9860x9a70x9be0x9f00x9cd,  0x9ac0x9c10x9a80x9bf0x9df0x9be0x9a6,  0x9ad0x9c20x9ae0x9bf (0x99c0x9cd0x9af0x9be0x9ae0x9bf0x9a40x9bf)
Beacon	0x9860x9b20x9cb0x995 0x9b80x9820x9950x9c70x9a4
Behaviour	0x9860x99a0x9f00x9a30x9cd,  0x9b80x9a60x9be0x99a0x9f00x9a3
Opening balance	0x9860x9f00x9ae0x9cd0x9ad0x9a30x9c0 0x9890x9a60x9cd0x9a70x9c30x9a40x9cd0x9a4 0x99c0x9ae0x9be
Bench	0x9a80x9cd0x9af0x9be0x9df0x9be0x9b20x9df,  0x9a80x9cd0x9af0x9be0x9df0x9be0x9a70x9bf0x9950x9f00x9a3,  0x98f0x99c0x9b20x9be0x99b,  0x9860x9b80x9a8
Cycle	0x99a0x9be0x9870x9950x9c70x9b2,  0x99a0x9950x9cd0x9f0,  0x9860x9f10x9f00x9cd0x9a4
Binding	0x9850x9f10x9b60x9cd0x9af0x9c7 0x9aa0x9be0x9b20x9a80x9c00x9df (Adj.),  0x9ac0x9a80x9cd0x9a70x9a8,  0x9ac0x9be0x9a80x9cd0x9a70x9960x9be0x987 0x9a50x9950x9be,  0x9860x9f10x9b60x9cd0x9af 0x9950x9f00x9cd0x9a40x9ac0x9cd0x9af,  0x9ac0x9be0x9a70x9cd0x9af0x9950x9be0x9f00x9c0
Block Survey	0x9960x9a30x9cd0x9a1 0x99c0x9f00x9c00x9aa,  0x9860x99e0x9cd0x99a0x9b20x9bf0x995 0x99c0x9f00x9c00x9aa
Brake	0x9860x9f00x9cb0x9a70x9cd,  0x9f00x9cb0x9a70x995,  0x9ac0x9cd0x9f00x9c70x995
Budget	0x9ac0x9be0x99c0x9c70x99f0x9cd, ,  0x9860x9df0x9cd-0x9ac0x9cd0x9af0x9df0x995
Budget Debate	0x9ac0x9be0x99c0x9c70x99f 0x9ac0x9bf0x9a40x9f00x9cd0x9950x9cd, ,  0x9860x9df0x9cd-0x9ac0x9cd0x9af0x9df0x9950x9f0 0x9ac0x9bf0x9a40x9f00x9cd0x995
Budget head	0x9860x9df0x9cd-0x9ac0x9cd0x9af0x9df0x995 0x9b60x9c00x9f00x9cd0x9b70x9950x9cd, ,  0x9ac0x9be0x99c0x9c70x99f 0x9b60x9c00x9f00x9cd0x9b70x995
Budget Session	0x9860x9df0x9cd-0x9ac0x9cd0x9af0x9df 0x9850x9a70x9bf0x9ac0x9c70x9b60x9a80x9cd, ,  0x9ac0x9be0x99c0x9c70x99f 0x9850x9a70x9bf0x9ac0x9c70x9b60x9a8
Carriage by Air	0x9860x9950x9be0x9b60x9aa0x9a50x9c7 0x9ac0x9b90x9a8
Case Law	0x9860x9a60x9f00x9cd0x9b6 0x9a80x99c0x9bf0x9f0
Casual	0x9860x9950x9b80x9cd0x9ae0x9bf0x9950x9cd, ,  0x9a80x9c80x9ae0x9bf0x9a40x9cd0x9a40x9bf0x995
Casual leave	0x9860x9950x9b80x9cd0x9ae0x9bf0x995 0x99b0x9c10x99f0x9c0
Casual vacancy	0x9860x9950x9b80x9cd0x9ae0x9bf0x995 0x9950x9be0x9ae 0x9960x9be0x9b20x9bf
Caterer	0x9860x9b90x9be0x9f0 0x9aa0x9f00x9bf0x9f10x9c70x9b60x9950x9cd, ,  0x9860x9b90x9be0x9f0 0x9af0x9cb0x9970x9a80x9c00x9df
Census	0x9860x9a60x9ae0x99a0x9c10x9ae0x9be0x9f00x9bf, ,  0x9ae0x9be0x9a80x9c10x9b9 0x9aa0x9bf0x9df0x9b2
Armed Chair	0x9860x9f00x9be0x9ae0x9c0 0x99a0x9950x9c0
Easy Chair	0x9860x9f00x9be0x9ae0x9c0 0x99a0x9950x9c0,  , 0x9b90x9c70x9b20x9c70x9a80x9c00x9df0x9be 0x99a0x9950x9bf
Chalk out	0x9860x99a0x9a80x9bf 0x9950x9f00x9cd, ,  0x9f00x99a0x9a80x9be 0x9950x9f0
Challenge	0x9aa0x9cd0x9f00x9a40x9cd0x9af0x9be0x9b90x9cd0x9ac0x9be0x9a80x9cd, ,  0x9860x9aa0x9a40x9cd0x9a40x9bf
Character	0x99a0x9f00x9bf0x9a40x9cd0x9f00x9cd, ,  0x9860x99a0x9f00x9a3
Organic Chemistry	0x99c0x9c80x9f1 0x9f00x9b80x9be0x9df0x9a80x9cd, ,  0x9aa0x9cd0x9f00x9be0x9990x9cd0x9970x9be0x9f0 0x9f00x9b80x9be0x9df0x9a80x9cd, ,  0x9860x9990x9cd0x9970x9be0x9f00x9c00x995
Photo Chemistry	0x9860x9b20x9cb0x995 0x9f00x9b80x9be0x9df0x9a8
Cheque, Aute Dated	0x9860x9970x9f0 0x9a40x9be0x9f00x9bf0x996 0x9a60x9bf0x9df0x9be 0x9a70x9a80x9be0x9a60x9c70x9b6 0x9ac0x9be 0x99a0x9c70x995
Law College	0x9860x9870x9a8 0x9ae0x9b90x9be0x9ac0x9bf0x9a60x9cd0x9af0x9be0x9b20x9df
Commission	0x9860x9df0x9cb0x997
Commissioner	0x9860x9df0x9c10x9950x9cd0x9a4
Commissioner of Excise	0x9890x9a40x9cd0x9aa0x9be0x9a6 0x9b60x9c10x9950x9cd0x9b2 0x9860x9df0x9c10x9950x9cd0x9a4, ,  0x9860x9ac0x9be0x9950x9be0x9f00x9c0 0x9860x9df0x9c10x9950x9cd0x9a4
Commissioner of police	0x9860x9f00x9950x9cd0x9b70x9c0 0x9860x9df0x9c10x9950x9cd0x9a40x9cd, ,  0x9aa0x9c10x9b20x9bf0x99a 0x9860x9df0x9c10x9950x9cd0x9a4
Commutation	0x9ac0x9bf0x9a80x9bf0x9ae0x9df0x9cd, ,  0x9860x9a60x9c70x9b6 0x9b20x9980x9c10x9950x9f00x9a3
Compoundable	0x9ae0x9bf0x9a40x9ae0x9be0x9a4 0x9950x9f00x9bf0x9ac 0x9aa0x9f00x9be, ,  0x9860x9aa0x9cb0x99a0x9cd-0x9af0x9cb0x9970x9cd0x9af
Compoundable offence	0x9860x9aa0x9cb0x99a-0x9af0x9cb0x9970x9cd0x9af 0x9850x9aa0x9f00x9be0x9a7
Compromise	0x9ae0x9bf0x9a40x9ae0x9be0x9a4 0x9950x9f00x9bf0x9ac 0x9aa0x9f00x9be, ,  0x9860x9aa0x9cb0x99a 0x9950x9f0
Conduct	0x9860x99a0x9f00x9a3
Confer	0x9860x9b20x9cb0x99a0x9a80x9be 0x9950x9f0
Consequential	0x9860x9a80x9c10x9ac0x9990x9cd0x9970x9bf0x9a60x995
Contempt of Court	0x9860x9a60x9be0x9b20x9a4 0x9850x9ac0x9ae0x9be0x9a80x9a80x9be
Convenor	0x9860x9b90x9ac0x9be0x9df0x995
Court	0x9a80x9cd0x9af0x9be0x9df0x9be0x9b20x9df0x9cd, ,  0x9ac0x9bf0x99a0x9f00x9be0x9b20x9df0x9cd, ,  0x9860x9a60x9be0x9b20x9a4
Court fee stamps	0x9a80x9cd0x9af0x9be0x9df0x9be0x9b20x9df 0x9b60x9c10x9b20x9cd0x9950x9cd 0x9ae0x9c10x9a60x9cd0x9f00x9be0x9990x9cd0x995, ,  0x9860x9a60x9be0x9b20x9a40x9f0 0x9b70x9cd0x99f0x9be0x9ae0x9cd0x9aa 0x9ac0x9be 0x99f0x9bf0x9950x99f
Cover	0x9860x9f10x9f00x9950x9cd, ,  0x9960x9be0x9ae
Covering	0x9860x9f10x9f00x9a30x9cd, ,  0x9a20x9be0x9950x9a80x9bf
Credit	0x9a70x9be0x9f0, ,  0x9b80x9cd0x9ac0x9c00x9950x9c30x9a40x9bf, ,  0x9860x9950x9b20x9a8
Credit balance	0x9860x9950x9b20x9a8 0x9890x9a60x9cd0x9ac0x9c30x9a40x9cd0x9a4
Credit note	0x9860x9950x9b20x9a8 0x9aa0x9a40x9cd0x9f0
Curative medicine	0x9860x9f00x9cb0x9970x9cd0x9af0x9950x9be0x9f00x9c0 0x9940x9b70x9a7
Bar	0x9890x9950x9c00x9b2 0x9b80x9ae0x9be0x99c,  0x9860x9870x9a80x99c0x9c00x9f10x9bf 0x9b80x9ae0x9be0x99c,  0x9ae0x9a60x9cd0x9af-0x9aa0x9be0x9a8 0x9b80x9cd0x9a50x9b2,  0x9960x9cb0x9f10x9be0x9f0 0x9b80x9c10x9ac0x9bf0x9a70x9be0x9f00x9c7 0x9ae0x9a60x9f0 0x9a60x9cb0x9950x9be0x9a8
accessory mineral	0x9860x9a80x9c10x9b70x9820x9970x9bf0x995 0x9ae0x9a30x9bf0x995
adaptive radiation	0x9860x9a80x9c10x9950x9c20x9b20x9bf0x995 0x9aa0x9cd0x9f00x9b80x9be0x9f0
adhesive force	0x9860x9b80x9820x99c0x995 0x9ac0x9b2
affinity	0x9860x9b80x9950x9cd0x9a40x9bf
aitoff's projection	0x9860x9870x99f'0x9ab0x9f0 0x9850x9ad0x9bf0x9950x9cd0x9b70x9c70x9aa
associated production	0x9860x9a80x9c10x9b70x9820x9970x9bf0x995 0x9890x9ce0x9aa0x9be0x9a60x9a8,  0x9af0x9cc0x9a5 0x9890x9ce0x9aa0x9be0x9a60x9a8
attracted disc electrometer	0x9860x9950x9f00x9cd0x9b70x9a3 0x9aa0x9be0x9a4 0x9870x9b20x9c70x9950x99f0x9cd0x9b0'0x9ae0x9bf0x99f0x9be0x9f0,  0x9860x9950x9f00x9cd0x9b70x9a3 0x9aa0x9be0x9a4,  0x9ac0x9bf0x9a60x9cd0x9af0x9c10x9ce0x9ae0x9c70x9a40x9be
basal conglomerate	0x9860x9a60x9cd0x9af 0x9aa0x9bf0x9a30x9cd0x9a10x9be0x9b60x9cd0x9ae
blanket	0x9860x9f10x9f00x9a3
blanket sand	0x9860x9f10x9f00x9a3 0x9ac0x9be0x9b20x9bf
bulk modulus	0x9860x9df0x9a40x9a8 0x9970x9c10x9a30x9be0x9820x995
catchment basin	0x9850x9f10x9ac0x9be0x9b90x9bf0x9950x9be,  0x9860x9f10x9b90x9950x9cd0x9b70x9c70x9a40x9cd0x9b0
celestial equator	0x9860x9950x9be0x9b60x9c00x9df 0x9a80x9bf0x9f00x9950x9cd0x9b70x9f00x9c70x9960x9be,  0x9860x9950x9be0x9b60x9c00x9df 0x9ac0x9bf0x9b70x9c10x9ac0x9f00x9c70x9960x9be
celestial horizon	0x9860x9950x9be0x9b60x9c00x9df 0x9a60x9bf0x9970x9cd‌0x9ac0x9b20x9df
celestial mechanics	0x9860x9950x9be0x9b60x9c00x9df 0x9970x9a40x9bf0x9ac0x9bf0x99c0x9cd0x99e0x9be0x9a8,  0x99c0x9cd0x9af0x9cb0x9a40x9bf0x9b70x9cd0x995 0x9ac0x9b20x9ac0x9bf0x99c0x9cd0x99e0x9be0x9a8
celestial pole	0x9860x9950x9be0x9b60x9c00x9df 0x9ae0x9c70x9f00x9c1
celestial sphere	0x9860x9950x9be0x9b60x9c00x9df 0x9970x9cb0x9b20x995,  0x9a80x9ad0x9cb0x9970x9cb0x9b20x995
characteristic	0x9860x9ad0x9bf0x9b20x9950x9cd0x9b70x9a30x9bf0x995,  0x9aa0x9c20x9f00x9cd0x9a30x995
characteristic curve	0x9860x9ad0x9bf0x9b20x9950x9cd0x9b70x9a30x9bf0x995 0x9ac0x9950x9cd0x9b0
characteristic function	0x9860x9ad0x9bf0x9b20x9950x9cd0x9b70x9a30x9bf0x995 0x9ab0x9b20x9a8
characteristic/eigne value	0x9860x9ad0x9bf0x9b20x9950x9cd0x9b70x9a30x9bf0x995 0x9ae0x9be0x9a8
characteristic vector	0x9860x9ad0x9bf0x9b20x9950x9cd0x9b70x9a30x9bf0x995 0x9ad0x9c70x9950x9cd0x99f0x9f0
charge	0x9860x9a70x9be0x9a8
Charge Carrier	0x9860x9a70x9be0x9a8 0x9ac0x9be0x9b90x995
Charge Conjugation	0x9860x9a70x9be0x9a8 0x9b80x9820x9af0x9c10x9970x9cd0x9ae0x9a8
Charge exchange	0x9860x9a70x9be0x9a8 0x9ac0x9bf0x9a80x9bf0x9ae0x9df
Charge independence	0x9860x9a70x9be0x9a8 0x9850x9a80x9bf0x9f00x9cd0x9ad0x9f00x9b60x9c00x9b20x9a40x9be
Charge-mass ratio	0x9860x9a70x9be0x9a8-0x9ad0x9f0 0x9850x9a80x9c10x9aa0x9be0x9a4
Coagulation	0x9860x9a40x99e0x9cd0x99a0x9a8,  0x9ac0x9b90x9bf0x9830x9950x9cd0x9b70x9c70x9aa0x9a8
Coefficient of apparent expansion	0x9860x9aa0x9be0x9a4 0x9aa0x9cd0x9b00x9b80x9be0x9f00x9a3 0x9970x9c10x9a30x9be0x9820x995
counting rock	0x9860x9a70x9be0x9f0  0x9b60x9bf0x9b20x9be
dating	0x9860x9df0x9c1 0x9a80x9bf0x9f00x9cd0x9a70x9be0x9f00x9a3
decantation	0x9860x9b80x9cd0x9f00x9be0x9f10x9a3
degree of ionization	0x9860x9df0x9a80x9c00x9ad0x9f10x9a80x9f0 0x9ae0x9be0x9a40x9cd0x9f00x9be
deionized water	0x9860x9df0x9a80x9ae0x9c10x9950x9cd0x9a4 0x9aa0x9be0x9a80x9c0
dependent event	0x9860x9b60x9cd0x9f00x9bf0x9a4 0x9980x99f0x9a80x9be
dependent variable	0x9860x9b60x9cd0x9f00x9bf0x9a4 0x99a0x9b20x995,  0x9aa0x9f00x9a40x9a80x9cd0x9a40x9cd0x9f0 0x99a0x9b20x995
device	0x9860x9b90x9bf0x9b20x9be,  0x9af0x9a40x9a8
directional antenna	0x9a60x9bf0x9b60x9be0x9a40x9cd0x9ae0x995 0x98f0x9a30x9cd0x99f0x9c70x9a80x9be,  0x9860x9950x9be0x9b60x9c0 0x9a40x9be0x9810x9f0
domain	0x9860x9a60x9bf0x9950x9cd0x9b70x9c70x9a40x9cd0x9f0,  0x9aa0x9cd0x9f00x9ad0x9be0x9f10x9950x9cd0x9b70x9c70x9a40x9cd0x9f0,  0x9aa0x9cd0x9f00x9be0x9a80x9cd0x9a4
ecesis	0x9860x9b80x9cd0x9a50x9be0x9aa0x9a8
einstein energy	0x9860x9870x9a80x9b70x9cd0x99f0x9be0x9870x9a8 0x9b60x9950x9cd0x9a40x9bf
einstein gravitational theory	0x9860x9870x9a80x9b70x9cd0x99f0x9be0x9870x9a8 0x9ae0x9b90x9be0x9950x9f00x9cd0x9b70x9a3 0x9a40x9a40x9cd0x9a40x9cd0x9ac
empirical formula	0x9860x9a80x9c10x9ad0x9f10x9bf0x995 0x9b80x9820x9950x9c70x9a4/0x9aa0x9f00x9c00x9950x9cd0x9b70x9be0x9b20x9ac0x9cd0x9a7 0x9b80x9c10x9a40x9cd0x9b0
empirical probability	0x9860x9a80x9c10x9ad0x9f10x9bf0x995 0x9b80x9ae0x9cd0x9ad0x9be0x9f10x9bf0x9a40x9be
enantiomorphism	0x9860x9b20x9cb0x995 0x9aa0x9cd0x9b00x9a40x9bf0x9ac0x9bf0x9a80x9cd0x9af0x9be0x9b80x9c0 0x9b80x9ae0x9af0x9cb0x9970x9bf0x9a40x9be
envelope	0x9860x9f10x9f00x9a3
estimate	0x9860x9950x9b2
estimator	0x9860x9950x9b20x995
Fibre Optics	0x9860x9810x9b9 0x9860x9b20x9cb0x9950x9ac0x9bf0x99c0x9cd0x99e0x9be0x9a8,  0x9a40x9a80x9cd0x9a40x9c1 0x9860x9b20x9cb0x9950x9ac0x9bf0x99c0x9cd0x99e0x9be0x9a8
Flash Photolysis	0x9860x9b20x9cb0x9950x9aa0x9be0x9a40x9c0 0x9850x9aa0x9980x99f0x9a8
forced oscillation	0x9860x9f00x9cb0x9aa0x9bf0x9a4 0x9a60x9cb0x9b20x9a8
forecasting	0x9860x9970x99c0x9be0x9a80x9a80x9c0
fractional crystallization	0x9860x9820x9b60x9bf0x995 0x9950x9cd0x9f00x9bf0x9b70x9cd0x99f0x9c70x9b20x9c00x9950x9f00x9a3
fractional distillation	0x9860x9820x9b60x9bf0x995 0x9aa0x9be0x9a40x9a8
fractionating column	0x9860x9820x9b60x9bf0x995 0x9aa0x9be0x9a40x9a8 0x9950x9b20x9ae
Gangue Mineral	0x9860x9950x9f0 0x9ae0x9b2
Garbage Collection	0x9860x9ac0x9f00x9cd0x99c0x9a80x9be 0x9b80x9820x9970x9cd0x9f00x9b9
General Theory of Relaitivity	0x9860x9aa0x9c70x9950x9cd0x9b70x9bf0x9950x9a40x9be0x9ac0x9be0x9a60x9f0 0x9b80x9be0x9a70x9be0x9f00x9a3 0x9a40x9a40x9cd0x9a40x9cd0x9ac
Gossan	0x9860x9950x9f0 0x9b80x9c10x99a0x9a80x9be,  0x9b80x9c10x99a0x995 0x9860x9950x9f0 0x9b60x9bf0x9f0
Graphic Texture	0x9860x9b20x9c70x9960x9c0 0x9970x9be0x9810x9a50x9a80x9bf
Groundmass	0x9860x9a70x9be0x9f0
Habitat	0x9860x9f10x9be0x9b80x9b80x9cd0x9a50x9b2,  0x9860x9f10x9be0x9b80x9ad0x9c20x9ae0x9bf
Habitat Type	0x9860x9f10x9be0x9b8 0x9aa0x9cd0x9f00x9950x9be0x9f0
igneous mineral	0x9860x9970x9cd0x9a80x9c70x9df 0x9ae0x9a30x9bf0x995
igneous rock	0x9860x9970x9cd0x9a80x9c70x9df 0x9b60x9bf0x9b2
impulse	0x9980x9be0x9a4,  0x9860x9f10x9c70x997
induced charge	0x9860x9f10x9bf0x9b70x9cd0x99f 0x9860x9a70x9be0x9a8
induced current	0x9860x9f10x9bf0x9b70x9cd0x99f 0x9aa0x9cd0x9f00x9f10x9be0x9b9
induced electromotive force	0x9860x9f10x9bf0x9b70x9cd0x99f 0x9ac0x9bf0x9a60x9cd0x9af0x9c10x9ce0x99a0x9be0x9b20x995 0x9ac0x9b2
induced polarization	0x9860x9f10x9bf0x9b70x9cd0x99f 0x9b80x9ae0x9f10x9f00x9cd0x9a40x9a8
induced radioactivity	0x9860x9f10x9bf0x9b70x9cd0x99f 0x9a40x9c70x99c0x9b80x9cd0x9950x9cd0x9f00x9bf0x9df0x9a40x9be
induced reaction	0x9860x9f10x9bf0x9b70x9cd0x99f 0x9ac0x9bf0x9950x9cd0x9f00x9bf0x9df0x9be
